Cost Center,Budget Orgn,Budget Unit,Account,Account Title,2021-2022 FTE,2022-2023 FTE,2022-2023 Approved,2022-2023 Adopted,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
608.0,1001284608000000 - HS ALT,100-1284-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,7888.52
608.0,1001284608000000 - HS ALT,100-1284-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,446.82
608.0,1001284608000000 - HS ALT,100-1284-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,480.24
608.0,1001284608000000 - HS ALT,100-1284-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,700.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,542.85
608.0,1001284608000000 - HS ALT,100-1284-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,300.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,394.8
608.0,1001284608000000 - HS ALT,100-1284-608-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,48436.68
608.0,1001284608000000 - HS ALT,100-1284-608-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,64995.5
608.0,1001284608000000 - HS ALT,100-1284-608-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,52800.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,53413.92
608.0,1001284608000000 - HS ALT,100-1284-608-000,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,54997.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,41313.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,6900.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,311.0,INSTR SRVS - SUBS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,6900.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,1993.14
608.0,1001284608000000 - HS ALT,100-1284-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,571.35
608.0,1001284608000000 - HS ALT,100-1284-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,1000.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,1000.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,633.35
608.0,1001284608000000 - HS ALT,100-1284-608-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,100.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,100.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,470.0,COMPUTER SOFTWARE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2019-2020 Actual,2019-01-01,High School,25307.5
608.0,1001284608000000 - HS ALT,100-1284-608-000,470.0,COMPUTER SOFTWARE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2020-2021 Actual,2020-01-01,High School,25805.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,470.0,COMPUTER SOFTWARE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2021-2022 Budget,2021-01-01,High School,14000.0
608.0,1001284608000000 - HS ALT,100-1284-608-000,470.0,COMPUTER SOFTWARE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001284608000000,HS ALT,2022-2023 Proposed,2022-01-01,High School,14000.0
608.0,1001291608000000 - HS ESL,100-1291-608-000,313.0,STUDENT SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001291608000000,HS ESL,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001291608000000 - HS ESL,100-1291-608-000,313.0,STUDENT SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001291608000000,HS ESL,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001291608000000 - HS ESL,100-1291-608-000,313.0,STUDENT SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001291608000000,HS ESL,2021-2022 Budget,2021-01-01,High School,200.0
608.0,1001291608000000 - HS ESL,100-1291-608-000,313.0,STUDENT SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001291608000000,HS ESL,2022-2023 Proposed,2022-01-01,High School,200.0
608.0,1001291608000000 - HS ESL,100-1291-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001291608000000,HS ESL,2019-2020 Actual,2019-01-01,High School,358.45
608.0,1001291608000000 - HS ESL,100-1291-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001291608000000,HS ESL,2020-2021 Actual,2020-01-01,High School,50.91
608.0,1001291608000000 - HS ESL,100-1291-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001291608000000,HS ESL,2021-2022 Budget,2021-01-01,High School,300.0
608.0,1001291608000000 - HS ESL,100-1291-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001291608000000,HS ESL,2022-2023 Proposed,2022-01-01,High School,300.0
608.0,1001292608000000 - TEEN PAR,100-1292-608-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001292608000000,TEEN PAR,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1001292608000000 - TEEN PAR,100-1292-608-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001292608000000,TEEN PAR,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1001292608000000 - TEEN PAR,100-1292-608-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001292608000000,TEEN PAR,2021-2022 Budget,2021-01-01,High School,100.0
608.0,1001292608000000 - TEEN PAR,100-1292-608-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1001292608000000,TEEN PAR,2022-2023 Proposed,2022-01-01,High School,100.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,111.0,LIC SALARIES,0.0,1.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,77568.96
608.0,1002122608000000 - COUNSELING,100-2122-608-000,111.0,LIC SALARIES,0.0,1.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,50444.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,111.0,LIC SALARIES,0.0,1.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,49700.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,111.0,LIC SALARIES,0.0,1.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,56966.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,112.0,CLASS SALARIES,1.0,1.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,23012.47
608.0,1002122608000000 - COUNSELING,100-2122-608-000,112.0,CLASS SALARIES,1.0,1.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,29103.24
608.0,1002122608000000 - COUNSELING,100-2122-608-000,112.0,CLASS SALARIES,1.0,1.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,0.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,112.0,CLASS SALARIES,1.0,1.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,34806.56
608.0,1002122608000000 - COUNSELING,100-2122-608-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,3016.22
608.0,1002122608000000 - COUNSELING,100-2122-608-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,5684.98
608.0,1002122608000000 - COUNSELING,100-2122-608-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,3100.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,4247.4
608.0,1002122608000000 - COUNSELING,100-2122-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,1628.82
608.0,1002122608000000 - COUNSELING,100-2122-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,4387.85
608.0,1002122608000000 - COUNSELING,100-2122-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,3300.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,12184.85
608.0,1002122608000000 - COUNSELING,100-2122-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,0.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,7160.75
608.0,1002122608000000 - COUNSELING,100-2122-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,1322.89
608.0,1002122608000000 - COUNSELING,100-2122-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,6384.79
608.0,1002122608000000 - COUNSELING,100-2122-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,2900.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,6563.24
608.0,1002122608000000 - COUNSELING,100-2122-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,1763.87
608.0,1002122608000000 - COUNSELING,100-2122-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,5026.16
608.0,1002122608000000 - COUNSELING,100-2122-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,4100.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,5374.47
608.0,1002122608000000 - COUNSELING,100-2122-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,7919.44
608.0,1002122608000000 - COUNSELING,100-2122-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,6511.94
608.0,1002122608000000 - COUNSELING,100-2122-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,3800.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,7537.57
608.0,1002122608000000 - COUNSELING,100-2122-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,428.91
608.0,1002122608000000 - COUNSELING,100-2122-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,311.45
608.0,1002122608000000 - COUNSELING,100-2122-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,300.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,504.75
608.0,1002122608000000 - COUNSELING,100-2122-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,100.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,367.09
608.0,1002122608000000 - COUNSELING,100-2122-608-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,6702.81
608.0,1002122608000000 - COUNSELING,100-2122-608-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,40.08
608.0,1002122608000000 - COUNSELING,100-2122-608-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,17600.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,35609.28
608.0,1002122608000000 - COUNSELING,100-2122-608-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,105.56
608.0,1002122608000000 - COUNSELING,100-2122-608-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,100.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,100.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2019-2020 Actual,2019-01-01,High School,867.72
608.0,1002122608000000 - COUNSELING,100-2122-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2020-2021 Actual,2020-01-01,High School,124.36
608.0,1002122608000000 - COUNSELING,100-2122-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2021-2022 Budget,2021-01-01,High School,700.0
608.0,1002122608000000 - COUNSELING,100-2122-608-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002122608000000,COUNSELING,2022-2023 Proposed,2022-01-01,High School,700.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,111.0,LIC SALARIES,0.25,0.17,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2019-2020 Actual,2019-01-01,High School,12469.55
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,111.0,LIC SALARIES,0.25,0.17,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2020-2021 Actual,2020-01-01,High School,12922.92
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,111.0,LIC SALARIES,0.25,0.17,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2021-2022 Budget,2021-01-01,High School,19100.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,111.0,LIC SALARIES,0.25,0.17,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2022-2023 Proposed,2022-01-01,High School,13181.46
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2019-2020 Actual,2019-01-01,High School,1600.86
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2020-2021 Actual,2020-01-01,High School,1387.49
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2021-2022 Budget,2021-01-01,High School,1300.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2022-2023 Proposed,2022-01-01,High School,1672.72
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2019-2020 Actual,2019-01-01,High School,0.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2020-2021 Actual,2020-01-01,High School,0.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2021-2022 Budget,2021-01-01,High School,1200.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2022-2023 Proposed,2022-01-01,High School,983.02
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2019-2020 Actual,2019-01-01,High School,748.2
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2020-2021 Actual,2020-01-01,High School,1024.18
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2021-2022 Budget,2021-01-01,High School,1200.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2022-2023 Proposed,2022-01-01,High School,900.99
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2019-2020 Actual,2019-01-01,High School,997.52
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2020-2021 Actual,2020-01-01,High School,785.05
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2021-2022 Budget,2021-01-01,High School,1600.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2022-2023 Proposed,2022-01-01,High School,737.8
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2019-2020 Actual,2019-01-01,High School,925.07
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2020-2021 Actual,2020-01-01,High School,946.77
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2021-2022 Budget,2021-01-01,High School,1500.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2022-2023 Proposed,2022-01-01,High School,1034.74
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2019-2020 Actual,2019-01-01,High School,50.43
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2020-2021 Actual,2020-01-01,High School,44.52
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2021-2022 Budget,2021-01-01,High School,200.0
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2022-2023 Proposed,2022-01-01,High School,72.5
608.0,1002129608000000 - HS OTH GUIDANCE SRVS,100-2129-608-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002129608000000,HS OTH GUIDANCE SRVS,2019-2020 Actual,2019-01-01,High School,0.0
